,taxon_name,family
34999,Psychotria chonantha,Rubiaceae
35010,Larryleachia marlothii,Apocynaceae
35015,Psychotria ankafinensis,Rubiaceae
35016,Psychotria holtzii,Rubiaceae
35019,Psychotria ankarensis,Rubiaceae
35024,Psychotria nilgiriensis,Rubiaceae
35029,Quaqua aurea,Apocynaceae
35030,Manettia bangii,Rubiaceae
35047,Gaertnera madagascariensis,Rubiaceae
35049,Asperula pulchella,Rubiaceae
35050,Empogona macrophylla,Rubiaceae
35051,Desmidorchis adenensis,Apocynaceae
35060,Ferdinandusa elliptica,Rubiaceae
35094,Minaria micromeria,Apocynaceae
35118,Ferdinandusa speciosa,Rubiaceae
35166,Ochreinauclea missionis,Rubiaceae
35186,Cyanoneuron cyaneum,Rubiaceae
35193,Ixora vandersticheleorum,Rubiaceae
35267,Canscora tetraptera,Gentianaceae
35276,Huernia blyderiverensis,Apocynaceae
35278,Tinadendron kajewskii,Rubiaceae
35281,Bremeria trichophlebia,Rubiaceae
35297,Pseudopyxis heterophylla,Rubiaceae
35300,Cynanchica pyrenaica,Rubiaceae
35304,Hedyotis ramarowii,Rubiaceae
35332,Landolphia jumellei,Apocynaceae
35333,Amphiasma divaricatum,Rubiaceae
35338,Hedyotis gentianifolia,Rubiaceae
35350,Hedyotis bourdillonii,Rubiaceae
35363,Crusea megalocarpa,Rubiaceae
35457,Tabernaemontana hystrix,Apocynaceae
35460,Gongronemopsis tenacissima,Apocynaceae
35483,Edrastima trinervia,Rubiaceae
35508,Paranotis pterospora,Rubiaceae
36055,Scleromitrion pinifolium,Rubiaceae
37601,Funastrum clausum,Apocynaceae
38075,Nauclea gilletii,Rubiaceae
38084,Guettardella ioensis,Rubiaceae
38097,Symphyllophyton sucreanum,Gentianaceae
38108,Sericanthe auriculata,Rubiaceae
38130,Ochrosia moorei,Apocynaceae
38168,Palicourea muscosa,Rubiaceae
38180,Palicourea cyanococca,Rubiaceae
38182,Palicourea blepharophora,Rubiaceae
38196,Palicourea reticulata,Rubiaceae
38199,Secamone schimperiana,Apocynaceae
38208,Palicourea campyloneuroides,Rubiaceae
38211,Neuburgia novocaledonica,Loganiaceae
38229,Ibatia cumanensis,Apocynaceae
38230,Palicourea imthurniana,Rubiaceae
38236,Palicourea octocuspis,Rubiaceae
38239,Palicourea rhodothamna,Rubiaceae
38244,Palicourea trichophora,Rubiaceae
38254,Suberanthus pungens,Rubiaceae
38259,Palicourea amplectens,Rubiaceae
38262,Palicourea cymosa,Rubiaceae
38267,Richardia pectidifolia,Rubiaceae
38273,Lachnostoma uribei,Apocynaceae
38274,Palicourea aschersoniana,Rubiaceae
38278,Palicourea anisopoda,Rubiaceae
38280,Palicourea piresii,Rubiaceae
38372,Diplolepis viridis,Apocynaceae
38380,Simira salvadorensis,Rubiaceae
38390,Paederia farinosa,Rubiaceae
38398,Cordiera pilosa,Rubiaceae
38401,Simira corumbensis,Rubiaceae
38419,Martensianthus viticellus,Rubiaceae
38441,Matelea diversifolia,Apocynaceae
38484,Pauridiantha dewevrei,Rubiaceae
38490,Pauridiantha floribunda,Rubiaceae
38513,Tripterospermum lanceolatum,Gentianaceae
38521,Canthium ciliatum,Rubiaceae
38533,Stephanotis volubilis,Apocynaceae
38537,Spermacoce kirkii,Rubiaceae
38538,Spermacoce aristeguietana,Rubiaceae
38539,Jobinia connivens,Apocynaceae
38540,Aidia congesta,Rubiaceae
38556,Spermacoce multiflora,Rubiaceae
38561,Spermacoce filifolia,Rubiaceae
38576,Spermacoce bangweolensis,Rubiaceae
38587,Pentopetia grevei,Apocynaceae
38618,Aidia bakeri,Rubiaceae
38630,Leichhardtia brevis,Apocynaceae
38634,Leichhardtia paulforsteri,Apocynaceae
38661,Vangueriella laxiflora,Rubiaceae
38690,Vangueriella olacifolia,Rubiaceae
38696,Pachycarpus grantii,Apocynaceae
38700,Augusta rivalis,Rubiaceae
38718,Pachycarpus scaber,Apocynaceae
38727,Rennellia condensa,Rubiaceae
38738,Aspidoglossum delagoense,Apocynaceae
38748,Psydrax lamprophyllus,Rubiaceae
38751,Psydrax approximatus,Rubiaceae
38766,Gynochthodes polyneura,Rubiaceae
38779,Timonius finlaysonianus,Rubiaceae
38791,Timonius scabriflorus,Rubiaceae
38804,Cryptolepis javanica,Apocynaceae
38810,Cryptolepis socotrana,Apocynaceae
38835,Gynochthodes trimera,Rubiaceae
38843,Psydrax splendens,Rubiaceae
38872,Lasianthus wightianus,Rubiaceae
38879,Prestonia cayennensis,Apocynaceae
38912,Pavetta nova-guineensis,Rubiaceae
38917,Celiantha chimantensis,Gentianaceae
38932,Lasianthus hispidulus,Rubiaceae
38992,Geniostoma kaalae,Loganiaceae
39054,Helia alata,Gentianaceae
39070,Philibertia suberecta,Apocynaceae
39117,Phyllanthera grayi,Apocynaceae
39126,Knoxia hedyotoidea,Rubiaceae
39129,Philibertia subnivea,Apocynaceae
39155,Phyllopentas ulugurica,Rubiaceae
39169,Leptadenia lanceolata,Apocynaceae
39239,Exallage cristata,Rubiaceae
39252,Exallage buruensis,Rubiaceae
39261,Alibertia patinoi,Rubiaceae
39292,Rothmannia engleriana,Rubiaceae
39295,Exallage insularis,Rubiaceae
39304,Hyperacanthus perrieri,Rubiaceae
39320,Exallage pachycarpa,Rubiaceae
39334,Halenia asclepiadea,Gentianaceae
39344,Dolichocarpa spermacocoides,Rubiaceae
39409,Prismatomeris beccariana,Rubiaceae
39442,Gentianella astonii,Gentianaceae
39451,Gentianella lythroides,Gentianaceae
39457,Gentianella lilliputiana,Gentianaceae
39462,Sicyocarpus cordifolius,Apocynaceae
39470,Gentianella tarapacana,Gentianaceae
39479,Gentianella riojae,Gentianaceae
39490,Carissa tetramera,Apocynaceae
39491,Wendlandia longidens,Rubiaceae
39495,Stenostomum abbreviatum,Rubiaceae
39501,Gentianella dielsiana,Gentianaceae
39504,Gentianella graminea,Gentianaceae
39505,Gentianella gunniana,Gentianaceae
39509,Gentianella albidocoerulea,Gentianaceae
39512,Gentianella × macrocalyx,Gentianaceae
39516,Gentianella barringtonensis,Gentianaceae
39527,Stenostomum lucidum,Rubiaceae
39529,Gentianella radicata,Gentianaceae
39531,Tournefortiopsis dependens,Rubiaceae
39565,Vincetoxicum belostemma,Apocynaceae
39567,Dolianthus subalpinus,Rubiaceae
39571,Vincetoxicum badium,Apocynaceae
39582,Vincetoxicum rotundifolium,Apocynaceae
39587,Gonzalagunia asperula,Rubiaceae
39617,Vincetoxicum adnatum,Apocynaceae
39628,Vincetoxicum leschenaultii,Apocynaceae
39633,Vincetoxicum wangii,Apocynaceae
39643,Vincetoxicum capparidifolium,Apocynaceae
39646,Molongum laxum,Apocynaceae
39649,Vincetoxicum aristolochioides,Apocynaceae
39659,Vincetoxicum laxiforme,Apocynaceae
39662,Triflorensia ixoroides,Rubiaceae
39665,Vincetoxicum henryanum,Apocynaceae
39669,Diodia barbata,Rubiaceae
39678,Orbea semota,Apocynaceae
39684,Ophiorrhiza longibracteata,Rubiaceae
39705,Cruciata pedemontana,Rubiaceae
39720,Ophiorrhiza robbrechtii,Rubiaceae
39726,Posoqueria latifolia,Rubiaceae
39734,Pyrostria cochinchinensis,Rubiaceae
39763,Ophiorrhiza exigua,Rubiaceae
39771,Sabicea gabonica,Rubiaceae
39799,Praravinia quadribracteolata,Rubiaceae
39806,Praravinia glabra,Rubiaceae
39815,Arachnothryx euryphylla,Rubiaceae
39822,Arachnothryx scabra,Rubiaceae
39833,Gentiana clarkei,Gentianaceae
39864,Arachnothryx chimboracensis,Rubiaceae
39872,Chassalia javanica,Rubiaceae
39881,Sipanea biflora,Rubiaceae
39901,Ridsdalea nigrescens,Rubiaceae
43686,Chamaeclitandra henriquesiana,Apocynaceae
43771,Cascabela pinifolia,Apocynaceae
44092,Chthamalia ojadapantha,Apocynaceae
44104,Lisianthius silenifolius,Gentianaceae
44111,Lisianthius skinneri,Gentianaceae
44153,Graciemoriana gracieae,Apocynaceae
44185,Ruehssia pickelii,Apocynaceae
44243,Ruehssia serpentina,Apocynaceae
44249,Xanthophytum semiorbiculare,Rubiaceae
44260,Chomelia caurensis,Rubiaceae
44290,Mycetia tonkinensis,Rubiaceae
44318,Calycosia lageniformis,Rubiaceae
44362,Mycetia hirsuta,Rubiaceae
44403,Urceola laevis,Apocynaceae
44437,Tarenna monosperma,Rubiaceae
44490,Tarenna wrayi,Rubiaceae
44501,Tarenna precidantenna,Rubiaceae
44541,Agouticarpa curviflora,Rubiaceae
44636,Schradera monantha,Rubiaceae
44657,Coccocypselum capitatum,Rubiaceae
44722,Kutchubaea oocarpa,Rubiaceae
44725,Coptosperma madagascariense,Rubiaceae
44743,Peruviasclepias aliciae,Apocynaceae
44783,Aspidonepsis flava,Apocynaceae
44792,Oncinotis glabrata,Apocynaceae
44893,Isertia longifolia,Rubiaceae
44955,Atrostemma riparium,Apocynaceae
44964,Mandevilla acutiloba,Apocynaceae
44975,Mandevilla illustris,Apocynaceae
45047,Cynanchum foetidum,Apocynaceae
45051,Cynanchum socotranum,Apocynaceae
45055,Peponidium densiflorum,Rubiaceae
45067,Cynanchum humbert-capuronii,Apocynaceae
45074,Afrocanthium gilfillanii,Rubiaceae
45079,Cynanchum fimbricoronum,Apocynaceae
45101,Cynanchum junciforme,Apocynaceae
45125,Telosma cordata,Apocynaceae
45142,Mitrasacme squamigera,Loganiaceae
45155,Swertia alata,Gentianaceae
45166,Fischeria billbergiana,Apocynaceae
45170,Ceropegia brevipedicellata,Apocynaceae
45171,Coptophyllum fulvum,Rubiaceae
45188,Ceriscoides curranii,Rubiaceae
45202,Coptophyllum simalurense,Rubiaceae
45210,Ceropegia coddii,Apocynaceae
45284,Exochaenium macropterum,Gentianaceae
45287,Psychotria charlotteana,Rubiaceae
45297,Psychotria sagittalis,Rubiaceae
45315,Psychotria camptopus,Rubiaceae
45345,Galium cliftonsmithii,Rubiaceae
45352,Psychotria thailandensis,Rubiaceae
45357,Psychotria atsinanana,Rubiaceae
45360,Psychotria crispulifolia,Rubiaceae
45375,Psychotria biaurita,Rubiaceae
45410,Galium nuttallii,Rubiaceae
45412,Coprosma kauensis,Rubiaceae
45428,Desmidorchis foetida,Apocynaceae
45442,Quaqua bayeriana,Apocynaceae
45469,Minaria abortiva,Apocynaceae
45503,Empogona bequaertii,Rubiaceae
45504,Coprosma linariifolia,Rubiaceae
45584,Brenania brieyi,Rubiaceae
45591,Bremeria erectiloba,Rubiaceae
45611,Alyxia fascicularis,Apocynaceae
45659,Cynanchica carpatica,Rubiaceae
45711,Landolphia subrepanda,Apocynaceae
45748,Hypobathrum racemosum,Rubiaceae
45752,Pleiocoryne fernandensis,Rubiaceae
45757,Angadenia lindeniana,Apocynaceae
45785,Hoya rundumensis,Apocynaceae
45791,Mussaenda hirsutissima,Rubiaceae
45805,Phylohydrax madagascariensis,Rubiaceae
45854,Gongronemopsis philippinensis,Apocynaceae
45856,Lacmellea floribunda,Apocynaceae
45859,Benkara miquelii,Rubiaceae
45864,Tabernaemontana capuronii,Apocynaceae
45867,Tabernaemontana psorocarpa,Apocynaceae
47255,Eumachia rotundifolia,Rubiaceae
47468,Eumachia paupertina,Rubiaceae
48458,Sericanthe chevalieri,Rubiaceae
48481,Trachelospermum jasminoides,Apocynaceae
48495,Palicourea zevallosii,Rubiaceae
48520,Palicourea caerulea,Rubiaceae
48531,Palicourea hyalina,Rubiaceae
48539,Palicourea polymorpha,Rubiaceae
48549,Aoranthe castaneofulva,Rubiaceae
48555,Palicourea tinctoria,Rubiaceae
48578,Ibatia elliptica,Apocynaceae
48589,Palicourea violacea,Rubiaceae
48590,Coussarea macrophylla,Rubiaceae
48594,Palicourea obovata,Rubiaceae
48598,Palicourea nautensis,Rubiaceae
48619,Richardia stellaris,Rubiaceae
48629,Diplolepis myrtifolia,Apocynaceae
48663,Laubertia contorta,Apocynaceae
48726,Baissea major,Apocynaceae
48765,Matelea haitiensis,Apocynaceae
48771,Pauridiantha insularis,Rubiaceae
48781,Kailarsenia tentaculata,Rubiaceae
48857,Sphinctanthus polycarpus,Rubiaceae
48863,Stephanococcus crepinianus,Rubiaceae
48869,Canthium armatum,Rubiaceae
48897,Leichhardtia coronata,Apocynaceae
48922,Leichhardtia rostrata,Apocynaceae
48929,Jobinia campii,Apocynaceae
48937,Pentopetia albicans,Apocynaceae
48958,Leichhardtia rara,Apocynaceae
48966,Leichhardtia glabrata,Apocynaceae
48973,Spermacoce dimorpha,Rubiaceae
48989,Leichhardtia millariae,Apocynaceae
48993,Spermacoce schumanniana,Rubiaceae
48998,Catharanthus pusillus,Apocynaceae
49034,Aspidoglossum dissimile,Apocynaceae
49072,Pachycarpus robustus,Apocynaceae
49074,Schmidtottia neglecta,Rubiaceae
49079,Gonolobus aristolochiifolius,Apocynaceae
49110,Nostolachma crassifolia,Rubiaceae
49125,Galianthe angustifolia,Rubiaceae
49126,Morinda morindoides,Rubiaceae
49133,Gynochthodes grayi,Rubiaceae
49134,Scolosanthus acanthodes,Rubiaceae
49136,Psydrax arnoldianus,Rubiaceae
49149,Himalrandia tetrasperma,Rubiaceae
49153,Dischidia imbricata,Apocynaceae
49184,Psydrax graciliflorus,Rubiaceae
49191,Sabatia angularis,Gentianaceae
49193,Gynochthodes suratmanii,Rubiaceae
49198,Galianthe centranthoides,Rubiaceae
49209,Dischidia mariae,Apocynaceae
49213,Gynochthodes artensis,Rubiaceae
49214,Gynochthodes boninensis,Rubiaceae
49227,Psydrax esirensis,Rubiaceae
49238,Scyphostelma serpyllifolium,Apocynaceae
49269,Vidalasia fusca,Rubiaceae
49273,Pavetta capensis,Rubiaceae
49290,Echidnopsis multangula,Apocynaceae
49312,Tassadia medinae,Apocynaceae
49313,Pavetta ternifolia,Rubiaceae
49323,Centaurium littorale,Gentianaceae
49372,Orianthera callosa,Loganiaceae
49376,Centaurium chloodes,Gentianaceae
49377,Pavetta loandensis,Rubiaceae
49435,Kuepferia doxiongshangensis,Gentianaceae
49468,Helia viridiflora,Gentianaceae
49508,Phyllopentas austro-orientalis,Rubiaceae
49558,Philibertia cionophora,Apocynaceae
49575,Philibertia peruviana,Apocynaceae
49583,Philibertia latiflora,Apocynaceae
49623,Randia martinicensis,Rubiaceae
49647,Comastoma pulmonarium,Gentianaceae
49649,Rothmannia fischeri,Rubiaceae
49677,Carapichea galbaoensis,Rubiaceae
49707,Carapichea necopinata,Rubiaceae
49822,Halenia plantaginea,Gentianaceae
49870,Gentianella pulla,Gentianaceae
49878,Gentianella biebersteinii,Gentianaceae
49882,Stenostomum oliganthum,Rubiaceae
49900,Stenotis mucronata,Rubiaceae
49909,Gentianella junussovii,Gentianaceae
49933,Gentianella bulgarica,Gentianaceae
49934,Gentianella wislizeni,Gentianaceae
49946,Gentianella rima,Gentianaceae
49954,Gentianella vernicosa,Gentianaceae
49956,Gentianella fastigiata,Gentianaceae
49967,Vincetoxicum yamanakae,Apocynaceae
49971,Vincetoxicum biglandulosum,Apocynaceae
49973,Vincetoxicum pierrei,Apocynaceae
49984,Virectaria major,Rubiaceae
49993,Vincetoxicum tsiangii,Apocynaceae
50005,Orbea verrucosa,Apocynaceae
50018,Vincetoxicum silvestre,Apocynaceae
50019,Orbea albocastanea,Apocynaceae
50032,Antherostele banahaensis,Rubiaceae
50035,Tricalysia lasiodelphys,Rubiaceae
50041,Vincetoxicum nanum,Apocynaceae
50054,Vincetoxicum cernuum,Apocynaceae
50056,Vincetoxicum indicum,Apocynaceae
50058,Vincetoxicum shaanxiense,Apocynaceae
50066,Remijia aracamuniensis,Rubiaceae
50071,Dolianthus bicolor,Rubiaceae
50077,Vincetoxicum tsaii,Apocynaceae
50087,Curtia intermedia,Gentianaceae
50094,Oldenlandia accedens,Rubiaceae
50107,Oldenlandia salzmannii,Rubiaceae
50120,Xysmalobium carinatum,Apocynaceae
50124,Pyrostria asosa,Rubiaceae
50143,Oldenlandia tenella,Rubiaceae
50175,Gentiana taiwanica,Gentianaceae
50194,Arachnothryx monteverdensis,Rubiaceae
50196,Chassalia subnuda,Rubiaceae
50200,Exacum nanum,Gentianaceae
50224,Exacum trinervium,Gentianaceae
50230,Arachnothryx gracilispica,Rubiaceae
50247,Greenea commersonii,Rubiaceae
50261,Praravinia havilandii,Rubiaceae
51081,Eumachia albert-smithii,Rubiaceae
51313,Ridsdalea eucodon,Rubiaceae
55484,Parsonsia sanguinea,Apocynaceae
56773,Eumachia pallidinervia,Rubiaceae
56936,Eumachia aneityensis,Rubiaceae
57146,Scleromitrion kerrii,Rubiaceae
59442,Ridsdalea negrosensis,Rubiaceae
60378,Ridsdalea vidalii,Rubiaceae
60929,Machaonia cymosa,Rubiaceae
61355,Eumachia haematocarpa,Rubiaceae
61594,Pentanisia arenaria,Rubiaceae
61632,Parsonsia oligantha,Apocynaceae
61682,Calycophyllum candidissimum,Rubiaceae
61974,Funastrum utahense,Apocynaceae
62126,Hexaphylla rupestris,Rubiaceae
62358,Neomussaenda xanthophytoides,Rubiaceae
62375,Tweedia birostrata,Apocynaceae
62411,Paraknoxia parviflora,Rubiaceae
62435,Bobea sandwicensis,Rubiaceae
62476,Malouetia guianensis,Apocynaceae
62477,Rytigynia monantha,Rubiaceae
62495,Ruehssia mayana,Apocynaceae
62501,Ruehssia robinsonii,Apocynaceae
62511,Ruehssia woodburyana,Apocynaceae
62549,Ruehssia nana,Apocynaceae
62569,Rytigynia argentea,Rubiaceae
62573,Rytigynia demeusei,Rubiaceae
62611,Mycetia griffithii,Rubiaceae
62704,Oxypetalum longipedunculatum,Apocynaceae
62707,Tarenna disperma,Rubiaceae
62712,Tarenna junodii,Rubiaceae
62734,Coccochondra phelpsiana,Rubiaceae
62737,Monolluma cicatricosa,Apocynaceae
62765,Tarenna spiranthera,Rubiaceae
62793,Rubia jesoensis,Rubiaceae
62796,Tarenna longipedicellata,Rubiaceae
62821,Asclepias schumanniana,Apocynaceae
62824,Hymenocoleus subipecacuanha,Rubiaceae
62859,Asclepias pseudofimbriata,Apocynaceae
62863,Asclepias compressidens,Apocynaceae
62870,Metastelma sepium,Apocynaceae
62876,Asclepias schlechteri,Apocynaceae
62901,Cerberiopsis obtusifolia,Apocynaceae
62919,Perama parviflora,Rubiaceae
62936,Bikkia pancheri,Rubiaceae
62941,Orthosia pubescens,Apocynaceae
62988,Coccocypselum condalia,Rubiaceae
63003,Houstonia rosea,Rubiaceae
63027,Aspidonepsis cognata,Apocynaceae
63039,Notopleura madida,Rubiaceae
63051,Blackstonia acuminata,Gentianaceae
63054,Notopleura aggregata,Rubiaceae
63060,Notopleura longipedunculoides,Rubiaceae
63086,Notopleura panamensis,Rubiaceae
63108,Artia lifuana,Apocynaceae
63114,Polysphaeria grandis,Rubiaceae
63189,Melodinus bacellianus,Apocynaceae
63234,Mandevilla angustifolia,Apocynaceae
63253,Mandevilla boliviensis,Apocynaceae
63263,Tridentea virescens,Apocynaceae
63274,Cyclophyllum valetonianum,Rubiaceae
63284,Mandevilla pubescens,Apocynaceae
63289,Cynanchum ambovombense,Apocynaceae
63350,Cynanchum adalinae,Apocynaceae
63377,Rondeletia rugelii,Rubiaceae
63410,Cynanchum jaliscanum,Apocynaceae
63427,Neanotis boerhavioides,Rubiaceae
63432,Neanotis trichoclada,Rubiaceae
63442,Ceropegia elenaduensis,Apocynaceae
63446,Neanotis rheedei,Rubiaceae
63447,Neanotis urophylla,Rubiaceae
63449,Ceropegia lancasteri,Apocynaceae
63456,Ceropegia punctifera,Apocynaceae
63467,Ceropegia cana,Apocynaceae
63488,Plocama olivieri,Rubiaceae
63493,Ceropegia sandersoniana,Apocynaceae
63517,Coptophyllum sylvestre,Rubiaceae
63530,Danais xanthorrhoea,Rubiaceae
63537,Psychotria canalensis,Rubiaceae
63541,Galium sphagnophilum,Rubiaceae
63542,Psychotria oinochrophylla,Rubiaceae
63545,Galium pseudorivale,Rubiaceae
63552,Psychotria batopedina,Rubiaceae
63553,Psychotria microglossa,Rubiaceae
63562,Galium aegeum,Rubiaceae
63567,Psychotria sonocorova,Rubiaceae
63571,Galium porrigens,Rubiaceae
63576,Galium verrucosum,Rubiaceae
63579,Psychotria biloba,Rubiaceae
63586,Psychotria alegre,Rubiaceae
63588,Exochaenium rotundifolium,Gentianaceae
63593,Phialanthus bissei,Rubiaceae
63598,Bathysa pittieri,Rubiaceae
63626,Psychotria fauriei,Rubiaceae
63627,Psychotria micheliae,Rubiaceae
63629,Psychotria coptosperma,Rubiaceae
63631,Psychotria hirsuticalyx,Rubiaceae
63675,Empogona cacondensis,Rubiaceae
63685,Neonauclea truncata,Rubiaceae
63692,Neonauclea jagorii,Rubiaceae
63705,Minaria semirii,Apocynaceae
63710,Neonauclea forsteri,Rubiaceae
63736,Asperula cymulosa,Rubiaceae
63764,Quaqua linearis,Apocynaceae
63772,Empogona congesta,Rubiaceae
63789,Ixora margaretae,Rubiaceae
63821,Canscora diffusa,Gentianaceae
63823,Denscantia andrei,Rubiaceae
63828,Ixora solomonensis,Rubiaceae
63858,Ixora mattogrossensis,Rubiaceae
63860,Ixora standleyana,Rubiaceae
63881,Ixora vaughanii,Rubiaceae
63890,Cynanchica tragacanthoides,Rubiaceae
63992,Hedyotis schlechteri,Rubiaceae
63997,Landolphia letestui,Apocynaceae
64033,Landolphia × utilis,Apocynaceae
64035,Hypobathrum purpuricarpum,Rubiaceae
64102,Benkara depauperata,Rubiaceae
64129,Benkara evenosa,Rubiaceae
66812,Sericanthe suffruticosa,Rubiaceae
66852,Guettardella putaminosa,Rubiaceae
66863,Chloropetalum surinamense,Apocynaceae
66869,Nauclea orientalis,Rubiaceae
66875,Palicourea stenostachya,Rubiaceae
66880,Gentianopsis yabei,Gentianaceae
66882,Palicourea subundulata,Rubiaceae
66920,Palicourea oresbia,Rubiaceae
66930,Secamone rhopalophora,Apocynaceae
66941,Secamone spirei,Apocynaceae
66953,Palicourea regina,Rubiaceae
66961,Palicourea fissistipula,Rubiaceae
66963,Gentianopsis komarovii,Gentianaceae
66969,Palicourea urceolata,Rubiaceae
66971,Palicourea vellerea,Rubiaceae
66980,Palicourea ramonensis,Rubiaceae
66982,Palicourea compta,Rubiaceae
66983,Palicourea adenophora,Rubiaceae
67047,Schinziella tetragona,Gentianaceae
67083,Cordiera myrciifolia,Rubiaceae
67155,Matelea grisebachiana,Apocynaceae
67161,Pauridiantha paucinervis,Rubiaceae
67190,Discospermum malaccense,Rubiaceae
67195,Manostachya staelioides,Rubiaceae
67200,Matelea lesueurii,Apocynaceae
67240,Pauridiantha schumannii,Rubiaceae
67277,Aidia racemosa,Rubiaceae
67297,Spermacoce loretiana,Rubiaceae
67300,Hoffmannia psychotriifolia,Rubiaceae
67302,Aidia vitiensis,Rubiaceae
67305,Aidia dilleniacea,Rubiaceae
67312,Buckollia volubilis,Apocynaceae
67321,Leichhardtia fraseri,Apocynaceae
67322,Leichhardtia araujacea,Apocynaceae
67326,Leichhardtia paludicola,Apocynaceae
67408,Duvalia immaculata,Apocynaceae
67412,Spermacoce pulchristipula,Rubiaceae
67419,Pachycarpus lineolatus,Apocynaceae
67485,Stapeliopsis exasperata,Apocynaceae
67521,Gynochthodes villosa,Rubiaceae
67539,Gynochthodes costata,Rubiaceae
67541,Gynochthodes motleyi,Rubiaceae
67549,Cryptolepis africana,Apocynaceae
67569,Exostema caribaeum,Rubiaceae
67570,Gynochthodes mollis,Rubiaceae
67591,Rovaeanthus strigosus,Rubiaceae
67606,Scolosanthus wrightianus,Rubiaceae
67610,Gynochthodes subcaudata,Rubiaceae
67625,Gynochthodes hollrungiana,Rubiaceae
67658,Centaurium erythraea,Gentianaceae
67712,Orianthera centralis,Loganiaceae
67726,Scyphostelma wurdackii,Apocynaceae
67741,Tassadia berteroanum,Apocynaceae
67744,Dimetia ampliflora,Rubiaceae
67806,Keetia cornelia,Rubiaceae
67811,Keetia hispida,Rubiaceae
67831,Acokanthera schimperi,Apocynaceae
67857,Kuepferia decorata,Gentianaceae
67861,Acokanthera rotundata,Apocynaceae
67872,Randia lasiantha,Rubiaceae
67916,Philibertia candolleana,Apocynaceae
67967,Philibertia bicornuta,Apocynaceae
68032,Echites speciosissimus,Apocynaceae
68058,Rudgea viburnoides,Rubiaceae
68114,Rogiera macdougallii,Rubiaceae
68116,Villaria multibracteata,Rubiaceae
