Anisopus exellii
Vallesia conzattii
Gonolobus asper
Gonolobus farenholtzii
Gonolobus ancorifer
Vallesia hypoglauca
Gonolobus cearensis
Aspidoglossum albocoronatum
Pseudocoptosperma menabense
Galianthe riograndensis
Malanea glabra
Dischidia longe-pedunculata
Timonius pseudoarboreus
Timonius dumagat
Timonius abanii
Timonius alejandroanus
Psydrax capensis
Timonius ophioliticus
× Duvaliaranthus albostriatus
Ancylobothrys pumila
Timonius pannosus
Timonius stevendarwinii
Morinda bracteata
Timonius noli-tangere
Dischidia kerrii
Dischidia glabrata
Psydrax undulatifolius
Dischidia immortalis
Psydrax koordersianus
Dischidia collyris
Psydrax gialaiensis
Galianthe vasquezii
Timonius kinabaluensis
Motandra poecilophylla
Corynanthe lane-poolei
Timonius eremiticus
Dischidia maxima
Dischidia phuphanensis
Sabatia tuberculata
Corynanthe johimbe
Psydrax elmerianus
Motandra lujae
Dischidia thaithongiae
Gynochthodes honbaensis
Sabatia foliosa
Timonius sulitii
Hamelia rostrata
Cryptolepis ruspolii
Exostema revolutum
Timonius leopoldii
Timonius bullatus
Morinda latibractea
Dischidia deschampsii
Timonius lagenifer
Dischidia argentii
Galianthe holmnielsenii
Psydrax wongii
Timonius ridsdalei
Dischidia obovata
Dischidia kutchinensis
Cryptolepis microphylla
Morinda carnosa
Corynanthe macroceras
Timonius stenolobus
Gynochthodes leonardii
Timonius tambuyukonensis
Gynochthodes praetermissa
Timonius beamanii
Dischidia papuana
Dischidia picta
Psydrax multiflorus
Psydrax puberulus
Timonius spes-vitarum
Schumanniophyton hirsutum
Psydrax cudalorensis
Psydrax sabahensi
Lasianthus purpureocalyx
Lasianthus tamdaoensis
Lasianthus sapaensis
Pavetta sylvatica
Prestonia antioquiana
Echidnopsis bavazzanoi
Echidnopsis chrysantha
Lasianthus bokorensis
Lasianthus stephanocalycinus
Prestonia mucronata
Orianthera spermacocea
Pavetta montana
Crucianella turcica
Lasianthus honbaensis
Wrightia annamensis
Lasianthus henryi
Lasianthus reticulatus
Lasianthus gialaiensis
Pavetta owariensis
Adina multifolia
Pavetta quasidigita
Lasianthus krabiensis
Wrightia flavidorosea
Lasianthus yalaensis
Lasianthus puffii
Cinchona anderssonii
Lasianthus thuyanae
Pavetta sonjae
Pavetta abujuamii
Pavetta reinwardtii
Pavetta ankasensis
Pavetta glaucophylla
Lasianthus halconensis
Pavetta bomiensis
Lasianthus giganteus
Amaioua longipedicellata
Lasianthus oblanceolatus
Prestonia ipomaeifolia
Pavetta sapoensis
Lasianthus kailarsenii
Pavetta dianeae
Lasianthus wawoniensis
Lasianthus tennissarimensis
Lasianthus kbangensis
Adina dissimilis
Echidnopsis thulinii
Lasianthus sonlangensis
Chironia arenaria
Pavetta bourdillonii
Wrightia kwangtungensis
Lasianthus agasthyamalayanus
Lasianthus konchurangensis
Pavetta puffii
Lasianthus macrobracteatus
Pavetta subvelutina
Prestonia lauta
Pavetta nitidula
Microloma × archeri
Amaioua macrosepala
Prestonia occultata
Pavetta tomentosa
Lasianthus scabridus
Adina metcalfii
Lasianthus jangarunii
Tassadia lanceolata
Lasianthus yaharae
Lasianthus fansipanensis
Dimetia brevipetiolata
Lasianthus naikii
Centaurium rigualii
Echidnopsis bihendulensis
Lasianthus bidoupensis
Lasianthus sithammaratensis
Didymaea mexicana
Geniostoma cyrtandrae
Keetia namoyae
Keetia susu
Keetia mwasumbii
Sisyranthus sekhukhuniensis
Kuepferia kanchii
Pleiocarpa robusta
Geniostoma hallei
Didymaea naniflora
Keetia futa
Geniostoma hirtellum
Keetia davidii
Geniostoma fagraeoides
Keetia abouabou
Geniostoma pedunculatum
Pleiocarpa brevistyla
Didymaea linearis
Kuepferia pringlei
Keetia semsei
Didymaea ixtepejiensis
Tromotriche pedunculata
Pleiocarpa bicarpellata
Geniostoma balansanum
Tressensia viridis
Peplonia hilariana
Sisyranthus vryheidensis
Randia tomatillo
Phaeostemma hatschbachii
Phaeostemma surinamensis
Philibertia solanoides
Mitriostigma usambarense
Mitriostigma barteri
Craterispermum capitatum
Craterispermum gabonicum
Craterispermum puffianum
Randia silae
Pinarophyllon flavum
Aleisanthiopsis multiflora
Randia brevituba
Thiollierea laureana
Craterispermum cerinanthum
Philibertia woodii
Paralasianthus zhengyianus
Randia tayloriana
Randia dionisi
Echites tuxtlensis
Colletoecema gabonensis
Phaeostemma kelleri
Randia odoratissima
Gonioma malagasy
Randia claesii
Thiollierea naounarum
Mitriostigma greenwayi
Phaeostemma glaziovii
Randia lorenceana
Philibertia navarroana
Araujia subhastata
Craterispermum rumpianum
Thiollierea papineaui
Vinca ispartensis
Knoxia hookeri
Bruceholstia sidifolia
Randia heteromera
Phaeostemma brasiliensis
Phaeostemma riedelii
Craterispermum sonkeanum
Randia sepium
Cleghornia acuminata
Craterispermum motleyanum
Mitriostigma monocaule
Craterispermum deblockianum
Atherandra acutifolia
Craterispermum cervicorne
Leptadenia madagascariensis
Echites panduratus
Craterispermum praslinense
Craterispermum silhouettense
Randia colimensis
Randia keniae
Rudgea billietiae
Rudgea agresteophila
Carajasia cangae
Gymnema decaisneanum
Rudgea spiciformis
Rudgea homeieri
Villaria fasciculiflora
Rudgea cornigera
Rudgea minutifolia
Rudgea leucocarpa
Mitreola bullata
Villaria uniflora
Gymnema rivulare
Carapichea lucida
Gymnema pleiadenium
Cristobalia bella
Rudgea yasuniana
Rudgea barbosae
Carapichea guianensis
Gymnema thorelii
Carapichea adinantha
Gymnema hirtum
Rudgea infundibuliformis
Comastoma alashanicum
Appunia megalantha
Gymnema javanicum
Gymnema pachyglossum
Mitreola liui
Rudgea campanana
Appunia venezuelensis
Rudgea mazanensis
Rogiera amoena
Alstonia guanxiensis
Rudgea maypurensis
Gymnema dissitiflorum
Rudgea axilliflora
Villaria marinduquensis
Carapichea verrucosa
Rudgea tanaosepala
Rudgea zappiae
Mitreola liuyanii
Gymnema acuminatum
Rudgea cardenasii
Rudgea hileiabaiana
Gymnema suborbiculare
Gymnema tricholepis
Rudgea sanluisensis
Rudgea amazonica
Gymnema muelleri
Geniostemon atarjanus
Rudgea bracteata
Gymnema maingayi
Appunia triphylla
Rudgea huashikatii
Rudgea chocoana
Gymnema trinerve
Mitreola lincangensis
Rudgea itoupensis
Rudgea graniticola
Rudgea jadinii
Villaria leytensis
Gymnema geminatum
Rudgea retiniphylloides
Rudgea glomerulata
Gymnema littorale
Carapichea cardenasiana
Appunia seibertii
Rudgea approuaguensis
Gymnema recurvifolium
Rudgea quisquiliae
Rudgea elegans
Rudgea inflata
Gymnema spirei
Mitreola crystallina
Rudgea suberosa
Mitragyna rubrostipulata
Helictosperma poissonianum
Halenia schultzei
Halenia subinvolucrata
Mitragyna hirsuta
Halenia rothrockii
Elaeagia coriacea
Calyptranthera punctulata
Elaeagia pacisnascis
Anthocleista inermis
Halenia perrottetii
Leptomischus anisophyllus
Tylodontia cubensis
Leptomischus hiepii
Leptomischus flaviflorus
Calyptranthera rosea
Mitragyna ciliata
Leptomischus multiflorus
Halenia coreana
Oxyanthus andjigae
Opercularia nubicola
Gentianella nephostelium
Airosperma ramuensis
Gentianella bussmannii
Gleasonia cururuensis
Wendlandia warburgii
Airosperma vanuense
Opercularia hispidula
Gentianella incurva
Wendlandia urceolata
Astephanus zeyheri
Gentianella × austroamarella
Wendlandia brachyantha
Wendlandia ferruginea
Tournefortiopsis robusta
Callipeltis microstegia
Wendlandia budleioides
Wendlandia connata
Wendlandia gamblei
Wendlandia heyneana
Gleasonia macrocalyx
Wendlandia cambodiana
Wendlandia longipedicellata
Tournefortiopsis tamboana
Wendlandia augustinei
Wendlandia litseifolia
Wendlandia sericea
Wendlandia villosa
Gentianella longisepala
Tournefortiopsis sopkinii
Opercularia hirsuta
Wendlandia ligustrina
Wendlandia salicifolia
Oxyanthus lewisii
Gleasonia uaupensis
Wendlandia fulva
Wendlandia ovata
Wendlandia wallichii
Caralluma fimbriata
Opercularia ovata
Gleasonia prancei
Wendlandia basistaminea
Wendlandia brevipaniculata
Faramea reyneliana
Canephora humblotii
Eumachia guianensis
Ridsdalea kassamensis
Coffea darainensis
Wendlandia inclusa
Wendlandia junghuhniana
Ladenbergia shawistigma
Opercularia diphylla
Opercularia turpis
Gentianella punicea
Wendlandia parviflora
Arcytophyllum macbridei
Wendlandia pubigera
Opercularia loganioides
Wendlandia appendiculata
Wendlandia brevituba
Wendlandia nervosa
Gentianella montesinosii
Wendlandia buddleacea
Wendlandia luzoniensis
Wendlandia myriantha
Cyrtophyllum lanceolatum
Wendlandia nobilis
Airosperma fuscum
Opercularia apiciflora
Wendlandia dasythyrsa
Wendlandia nitens
Opercularia aspera
Tournefortiopsis reticulata
Wendlandia paedicalyx
Opercularia acolytantha
Opercularia echinocephala
Sarcolobus carinatus
Ladenbergia siranensis
Wendlandia andamanica
Wendlandia bicuspidata
Wendlandia laxa
Wendlandia puberula
Wendlandia sikkimensis
Oxyanthus strigosus
Wendlandia tonkiniana
Oxyanthus doucetii
Carissa kopilii
Airosperma psychotrioides
Sicyocarpus verrucosus
Gentianella yanachagensis
Wendlandia burkillii
Opercularia hispida
Gentianella canoi
Wendlandia angustifolia
Wendlandia arborescens
Wendlandia jingdongensis
Wendlandia oligantha
Wendlandia philippinensis
Opercularia scabrida
Gentianella quechuana
Gentianella empetroides
Wendlandia glomerulata
Wendlandia thorelii
Stenostomum apiculatum
Caralluma plicatiloba
Wendlandia bouvardioides
Gentianella devendrae
Opercularia spermacocea
Opercularia volubilis
Wendlandia amocana
Wendlandia sibuyanensis
Gentianella tumailica
Wendlandia ternifolia
Wendlandia acuminata
Wendlandia lauterbachii
Gentianella zaratei
Gentianella quipuscoana
Gleasonia duidana
Gentianella × aerimontana
Tournefortiopsis deviana
Caralluma attenuata
Thliphthisa purpurea
Gentianella glanduligera
Caralluma dalzielii
Airosperma grandifolia
Gentianella glenniae
Wendlandia erythroxylon
Wendlandia teysmanniana
Stenostomum densiflorum
Caralluma petraea
Wendlandia tombuyukonensis
Opercularia varia
Vincetoxicum arenicola
Myrmeconauclea surianii
Globulostylis dewildeana
Antherostele samarensis
Tricalysia elmar
Vincetoxicum bracteatum
Vincetoxicum strigosum
Globulostylis rammelooana
Secamonopsis microphylla
Vincetoxicum sieboldii
Vincetoxicum emeiense
Vincetoxicum chinense
Vincetoxicum stewartianum
Macroscepis mesoamericana
Vincetoxicum polyanthum
Tricalysia wilksii
Vincetoxicum stauropolitanum
Vincetoxicum × purpurascens
Vincetoxicum junzifengense
Myrmecodia platytyrea
Globulostylis robbrechtiana
Vincetoxicum siamicum
Stenaria sanchezii
Lemyrea marojejyensis
Vincetoxicum pingtaoanum
Vincetoxicum subcanescens
Shaolinchiana lalashaniana
Macroscepis sinalobolana
Vincetoxicum harmandii
Vincetoxicum luridum
Vincetoxicum ascyrifolium
Voacanga cornuta
Dendrosipanea prancei
Mahawoa montana
Tricalysia lophocarpa
Vincetoxicum cissoides
Vincetoxicum stylesii
Vincetoxicum monticola
Vincetoxicum xinpingense
Secamonopsis madagascariensis
Vincetoxicum raddeanum
Tricalysia obovata
Tetragonocarpus teysmannii
Voacanga diplochlamys
Vincetoxicum svetlanae
Dendrosipanea revoluta
Vincetoxicum lenifolium
Voacanga micrantha
Ophiorrhiza macrocarpa
Oldenlandia violacea
Pyrostria laljii
Raphionacme lucens
Ophiorrhiza meenachilarensis
Paracephaelis grandifructa
Paracephaelis capitulifera
Sabicea golgothae
Oldenlandia vasudevanii
Ophiorrhiza solandri
Melanoxerus maritimus
Ophiorrhiza hamiguitanensis
Ophiorrhiza gaoligongensis
Ophiorrhiza recurvipetala
Curtia pusilla
Sabicea couteronii
Ophiorrhiza shiqianensis
Paracephaelis pauciflora
Sabicea longepetiolata
Ophiorrhiza guizhouensis
Ophiorrhiza sasidharaniana
Ophiorrhiza monsvictoriae
Ophiorrhiza hiepii
Paracephaelis orientalis
Sabicea mabouniensis
Sabicea parmentierae
Sabicea ezangae
Ophiorrhiza trichocarpos
Paracephaelis sambavensis
Pyrostria ambrensis
Sabicea mildbraedii
Sabicea uniflora
Ophiorrhiza erythropilosa
Raphionacme chimanimaniana
Sabicea desseinii
Oldenlandia parishii
Sabicea rubiginosa
Paracephaelis bardotiae
Pyrostria coriacea
Pyrostria oligophlebia
Oldenlandia paniculata
Pyrostria arayatensis
Pyrostria triflora
Ophiorrhiza nanlingensis
Oldenlandia smitacrishnae
Paracephaelis gautieri
Ophiorrhiza major
Paracephaelis comorensis
Paracephaelis longipedicellata
Curtia confusa
Decanema bojerianum
Pyrostria betsomangensis
Sabicea arborea
Cruciata mixta
Pottsia grandiflora
Pyrostria ambohitantelensis
Pyrostria longicorollata
Sabicea sciaphilantha
Ophiorrhiza meghalayensis
Oldenlandia willdenowiana
Gentianella macrosperma
Sabicea mapiana
Sabicea dichrosepala
Ophiorrhiza debiana
Paracephaelis seyrigii
Ophiorrhiza sahyadriensis
Sabicea ndjoleensis
Oreosparte sabahensis
Paganuccia icatuensis
Paracephaelis aristata
Faramea pauciflora
Canephora goudotii
Faramea neilliana
Eumachia ramisulca
Coelospermum purpureum
Cascabela balsaensis
Batesanthus parviflorus
Periglossum podoptyches
Faramea grayumiana
Ophiorrhiza marchandii
Raphionacme linearis
Ophiorrhiza jojui
Paracephaelis ranirisonii
Pottsia densiflora
Melanoxerus antsirananensis
Sabicea jongkindii
Ophiorrhiza jacobii
Oldenlandia dineshii
Tachia blancoi
Paracephaelis russata
Oldenlandia wauensis
Raphionacme moyalica
Ophiorrhiza hoanglienensis
Melanoxerus atropurpureus
Xysmalobium alatum
Oldenlandia robinsonii
Raphionacme globosa
Chassalia lancifolioides
Gentiana × gaudiniana
Gentiana × hybrida
Argostemma quarantena
Exacum keralense
Greenea adangensis
Arachnothryx flores-olverae
Gentiana × marcailhouana
Gentiana bicentenaria
Gentiana subpolytrichoides
Chassalia muscicola
Argostemma paksongense
Chassalia atropurpurea
Gentiana × grisebachiana
Argostemma svengsuksae
Gentiana gayi
Gentiana liangshanensis
Gentiana susanneae
Chassalia lancifolia
Exacum zygomorphum
Greenea montana
Baroniella effusa
Gentiana sasidharanii
Gentiana laotica
Gentiana hohoxiliensis
Arachnothryx axillaris
Argostemma lamxayanum
Argostemma laotica
Gentiana parryae
Gentiana saginoides
Chassalia ramosa
Gentiana ranae
Greenea rivularis
Praravinia longicalyx
Argostemma lobbioides
Argostemma bachmaense
Gentiana susamyrensis
Argostemma cordatum
Gentiana × media
Gentiana × ambigua
Exacum lawii
Chassalia chewii
Argostemma glabra
Gentiana pulvinarum
Arachnothryx jaliscensis
Chassalia colorata
Gentiana saginifolia
Chassalia muluensis
Gentiana kirilowii
Chassalia involucrata
Argostemma separatum
Chassalia calamus
Gentiana × charpentieri
Gentiana dshimilensis
Gentiana laciniata
Argostemma vietnamicum
Gentiana sagarmathae
Gentiana woodii
Scyphiphora hydrophylacea
Chassalia kinabaluensis
Adenium dhofarense
Argostemma longisepalum
Chassalia longipes
Gentiana micrantha
Exacum travancoricum
Chassalia macrocarpa
Gentiana autumnalis
Exacum idukkianum
Chassalia northiana
Argostemma tortilobum
Argostemma ehuangzhangense
Gentiana × laengstii
Dentella cyclindrica
Gentiana pringlei
Gentiana bolavenensis
Argostemma vientianense
Greenea vietnamensis
Chassalia beamanii
Gentiana taiwanialbiflora
Gentiana dschungarica
Gentiana timida
Gentiana arunii
Adenium boehmianum
Adenium oleifolium
Gentiana namlaensis
Arachnothryx angustispica
Praravinia nitida
Ridsdalea puffiana
Coelospermum decipiens
Scleromitrion capitatum
Ridsdalea sundaensis
Canephora madagascariensis
Faramea baturitensis
Coffea kalobinonensis
Ridsdalea alba
Periglossum angustifolium
Scleromitrion sirayanum
Canephora gyrobracteata
Ridsdalea papuana
Faramea premontana
Scleromitrion intonsum
Faramea ramosiana
Haplophyton cimicidum
Machaonia grandis
Faramea malmei
Coffea callmanderi
Periglossum mckenii
Coffea microdubardii
Coffea rupicola
Hexaphylla cyrenaica
Parsonsia diaphanophlebia
